,0
2450,37
2451,42
2452,13
2453,35
2454,37
2455,32
2456,41
2457,18
2458,63
2459,19
2460,35
2461,28
2462,131
2463,37
2464,44
2465,69
2466,36
2467,31
2468,26
2469,33
2470,40
2471,22
2472,31
2473,39
2474,30
2475,21
2476,28
2477,81
2478,19
2479,28
2480,57
2481,43
2482,62
2483,36
2484,33
2485,37
2486,23
2487,47
2488,34
2489,39
2490,41
2491,22
2492,30
2493,42
2494,47
2495,36
2496,47
2497,31
2498,72
2499,33
2500,30
2501,52
2502,27
2503,50
2504,23
2505,40
2506,36
2507,31
2508,20
2509,25
2510,35
2511,43
2512,31
2513,20
2514,48
2515,41
2516,20
2517,30
2518,34
2519,37
2520,21
2521,27
2522,32
2523,26
2524,32
2525,40
2526,52
2527,31
2528,24
2529,22
2530,26
2531,35
2532,38
2533,36
2534,24
2535,34
2536,41
2537,31
2538,30
2539,33
2540,14
2541,48
2542,24
2543,18
2544,34
2545,29
2546,42
2547,30
2548,39
2549,27
2550,51
2551,55
2552,44
2553,43
2554,27
2555,26
2556,31
2557,34
2558,38
2559,43
2560,27
2561,59
2562,59
2563,30
2564,18
2565,22
2566,25
2567,32
2568,19
2569,41
2570,29
2571,59
2572,29
2573,50
2574,26
2575,20
2576,55
2577,42
2578,42
2579,23
2580,24
2581,25
2582,35
2583,29
2584,27
2585,19
2586,28
2587,28
2588,40
2589,21
2590,37
2591,19
2592,49
2593,30
2594,19
2595,33
2596,27
2597,43
2598,26
2599,25
2600,18
2601,42
2602,21
2603,17
2604,26
2605,33
2606,24
2607,48
2608,26
2609,28
2610,31
2611,44
2612,51
2613,26
2614,33
2615,42
2616,21
2617,19
2618,33
2619,32
2620,25
2621,27
2622,28
2623,39
2624,37
2625,23
2626,50
2627,53
2628,50
2629,26
2630,28
2631,35
2632,29
2633,23
2634,29
2635,21
2636,43
2637,24
2638,26
2639,27
2640,43
2641,40
2642,58
2643,28
2644,44
2645,35
2646,43
2647,27
2648,23
2649,37
2650,28
2651,38
2652,48
2653,34
2654,29
2655,34
2656,24
2657,30
2658,20
2659,43
2660,24
2661,39
2662,28
2663,69
2664,31
2665,46
2666,61
2667,19
2668,30
2669,23
2670,31
2671,33
2672,39
2673,26
2674,33
2675,32
2676,35
2677,42
2678,28
2679,33
2680,19
2681,25
2682,27
2683,38
2684,35
2685,32
2686,23
2687,23
2688,43
2689,22
2690,27
2691,57
2692,52
2693,58
2694,32
2695,19
2696,55
2697,68
2698,24
2699,39
2700,37
2701,32
2702,25
2703,32
2704,27
2705,26
2706,29
2707,28
2708,48
2709,23
2710,37
2711,20
2712,25
2713,40
2714,33
2715,22
2716,34
2717,36
2718,41
2719,25
2720,52
2721,20
2722,27
2723,37
2724,23
2725,61
2726,43
2727,26
2728,14
2729,43
2730,25
2731,37
2732,43
2733,50
2734,38
2735,26
2736,37
2737,43
2738,46
2739,27
2740,25
2741,52
2742,58
2743,41
2744,62
2745,54
2746,34
2747,16
2748,18
2749,29
2750,45
2751,48
2752,20
2753,66
2754,44
2755,30
2756,43
2757,28
2758,37
2759,22
2760,47
2761,38
2762,19
2763,32
2764,36
2765,41
2766,47
2767,25
2768,19
2769,29
2770,27
2771,42
2772,37
2773,28
2774,20
2775,21
2776,35
2777,27
2778,18
2779,44
2780,22
2781,25
2782,23
2783,30
2784,34
2785,25
2786,34
2787,18
2788,32
2789,34
2790,17
2791,31
2792,30
2793,40
2794,23
2795,25
2796,50
2797,38
2798,20
2799,33
2800,32
2801,39
2802,32
2803,35
2804,29
2805,27
2806,28
2807,27
2808,36
2809,47
2810,32
2811,31
2812,40
2813,18
2814,19
2815,47
2816,23
2817,36
2818,36
2819,46
2820,34
2821,21
2822,25
2823,34
2824,24
2825,23
2826,26
2827,14
2828,52
2829,20
2830,22
2831,23
2832,16
2833,24
2834,50
2835,29
2836,22
2837,46
2838,23
2839,33
2840,33
2841,31
2842,27
2843,26
2844,21
2845,29
2846,24
2847,29
2848,22
2849,29
2850,42
2851,23
2852,38
2853,38
2854,31
2855,33
2856,17
2857,29
2858,33
2859,18
2860,32
2861,34
2862,27
2863,26
2864,41
2865,20
2866,63
2867,29
2868,38
2869,17
2870,40
2871,50
2872,21
2873,39
2874,40
2875,30
2876,39
2877,25
2878,43
2879,31
2880,17
2881,36
2882,33
2883,21
2884,29
2885,26
2886,51
2887,18
2888,44
2889,51
2890,38
2891,19
2892,22
2893,28
2894,25
2895,33
2896,30
2897,34
2898,20
2899,21
2900,23
2901,20
2902,25
2903,29
2904,33
2905,20
2906,29
2907,61
2908,21
2909,52
2910,28
2911,25
2912,26
2913,36
2914,31
2915,26
2916,36
2917,48
2918,32
2919,41
2920,25
2921,32
2922,25
2923,37
2924,30
2925,27
2926,28
2927,44
2928,39
2929,49
2930,31
2931,39
2932,35
2933,26
2934,25
2935,31
2936,28
2937,37
2938,35
2939,20
2940,23
2941,53
2942,29
2943,52
2944,28
2945,46
2946,44
2947,26
2948,25
2949,27
2950,30
2951,37
2952,23
2953,21
2954,18
2955,47
2956,22
2957,27
2958,27
2959,30
2960,31
2961,27
2962,32
2963,19
2964,22
2965,36
2966,47
2967,39
2968,27
2969,25
2970,68
2971,34
2972,44
2973,25
2974,27
2975,21
2976,21
2977,26
2978,18
2979,30
2980,33
2981,25
2982,59
2983,18
2984,27
2985,28
2986,21
2987,31
2988,20
2989,24
2990,21
2991,39
2992,47
2993,26
2994,62
2995,33
